order_id,customer_id,order_date,payment_type,order_status
ORD00765,CUST0487,2025-05-29,Credit Card,Processing
ORD02585,CUST0528,2025-02-03,Credit Card,Shipped
ORD00694,CUST0539,2025-01-09,PayPal,Cancelled
ORD01732,CUST0103,2025-04-06,PayPal,Shipped
ORD00320,CUST0834,2024-09-13,Bank Transfer,Shipped
ORD01870,CUST0898,2025-04-18,Bank Transfer,Processing
ORD02467,CUST0980,2025-05-17,PayPal,Processing
ORD00625,CUST0537,2025-06-03,PayPal,Shipped
ORD00776,CUST0322,2024-08-29,PayPal,Delivered
ORD02986,CUST0379,2025-07-06,Bank Transfer,Cancelled
ORD01942,CUST0656,2024-10-24,PayPal,Cancelled
ORD01071,CUST0602,2025-01-08,Credit Card,Processing
ORD01280,CUST0363,2025-03-23,Credit Card,Delivered
ORD00802,CUST0249,2024-12-20,Credit Card,Delivered
ORD01714,CUST0984,2025-07-10,Bank Transfer,Delivered
ORD01589,CUST0037,2024-11-28,Bank Transfer,Shipped
ORD02985,CUST0633,2025-02-10,PayPal,Delivered
ORD00288,CUST0161,2025-02-10,Credit Card,Delivered
ORD01949,CUST0766,2024-09-11,Bank Transfer,Cancelled
ORD01631,CUST0728,2024-11-14,Bank Transfer,Delivered
ORD00249,CUST0287,2024-08-15,Bank Transfer,Processing
ORD00787,CUST0981,2024-08-10,Credit Card,Processing
ORD02290,CUST0810,2024-10-23,Credit Card,Processing
ORD02620,CUST0086,2024-10-31,Bank Transfer,Shipped
ORD01540,CUST0153,2025-05-21,Credit Card,Shipped
ORD01273,CUST0829,2025-03-22,Credit Card,Shipped
ORD00333,CUST0565,2024-08-29,Credit Card,Cancelled
ORD02651,CUST0382,2025-03-26,PayPal,Cancelled
ORD02616,CUST0482,2024-07-26,Bank Transfer,Shipped
ORD01722,CUST0165,2024-12-07,Credit Card,Delivered
ORD00416,CUST0483,2024-08-15,Credit Card,Processing
ORD01797,CUST0614,2024-07-29,Bank Transfer,Shipped
ORD00598,CUST0292,2025-06-28,Credit Card,Delivered
ORD01968,CUST0993,2025-05-02,Bank Transfer,Delivered
ORD02465,CUST0695,2024-10-15,PayPal,Shipped
ORD02801,CUST0119,2025-01-13,PayPal,Processing
ORD01498,CUST0547,2024-11-08,Credit Card,Processing
ORD00440,CUST0071,2025-04-12,Bank Transfer,Delivered
ORD02375,CUST0804,2025-06-03,PayPal,Processing
ORD02878,CUST0735,2025-07-14,Bank Transfer,Shipped
ORD01878,CUST0820,2024-08-31,PayPal,Cancelled
ORD00601,CUST0970,2025-05-11,Credit Card,Cancelled
ORD02968,CUST0929,2025-02-04,Credit Card,Cancelled
ORD01605,CUST0144,2024-08-19,Bank Transfer,Cancelled
ORD02785,CUST0102,2024-11-15,Bank Transfer,Shipped
ORD01045,CUST0354,2025-05-20,Credit Card,Cancelled
ORD02071,CUST0844,2025-07-24,Bank Transfer,Processing
ORD00852,CUST0169,2025-07-07,PayPal,Cancelled
ORD00166,CUST0675,2024-10-17,Credit Card,Processing
ORD00792,CUST0574,2025-05-18,Bank Transfer,Processing
ORD02271,CUST0125,2024-11-30,Bank Transfer,Processing
ORD01930,CUST0461,2024-10-29,Bank Transfer,Processing
ORD00173,CUST0736,2025-06-23,Bank Transfer,Cancelled
ORD02642,CUST0376,2025-01-17,Credit Card,Shipped
ORD02049,CUST0001,2025-06-12,Bank Transfer,Cancelled
ORD01880,CUST0718,2024-12-13,PayPal,Delivered
ORD01667,CUST0503,2025-07-08,Bank Transfer,Processing
ORD00953,CUST0247,2025-03-10,Credit Card,Processing
ORD02361,CUST0808,2025-01-14,PayPal,Cancelled
ORD00036,CUST0020,2024-11-09,Credit Card,Processing
ORD00135,CUST0359,2024-11-04,PayPal,Delivered
ORD00168,CUST0096,2025-02-06,Credit Card,Processing
ORD00295,CUST0704,2024-08-01,Credit Card,Processing
ORD01738,CUST0828,2025-07-09,PayPal,Cancelled
ORD00364,CUST0873,2025-01-19,Bank Transfer,Cancelled
ORD00758,CUST0040,2025-01-11,Credit Card,Processing
ORD00258,CUST0485,2024-08-19,Bank Transfer,Processing
ORD00721,CUST0706,2025-02-05,Credit Card,Delivered
ORD01852,CUST0871,2025-04-20,Bank Transfer,Processing
ORD00103,CUST0627,2025-04-22,Bank Transfer,Shipped
ORD01268,CUST0134,2025-06-23,Credit Card,Cancelled
ORD02795,CUST0418,2025-04-28,Credit Card,Processing
ORD02922,CUST0958,2025-01-31,PayPal,Delivered
ORD02613,CUST0914,2025-01-22,Bank Transfer,Delivered
ORD01043,CUST0457,2024-09-01,PayPal,Cancelled
ORD01342,CUST0359,2025-01-22,PayPal,Shipped
ORD01421,CUST0747,2025-02-08,PayPal,Shipped
ORD02022,CUST0649,2025-04-29,PayPal,Processing
ORD00163,CUST0477,2025-03-07,PayPal,Cancelled
ORD00297,CUST0436,2025-02-24,Credit Card,Delivered
ORD00607,CUST0954,2024-09-25,Credit Card,Processing
ORD02868,CUST0828,2024-09-07,PayPal,Shipped
ORD01211,CUST0393,2024-08-14,Credit Card,Delivered
ORD02292,CUST0786,2024-09-18,Credit Card,Shipped
ORD01314,CUST0826,2025-03-10,Credit Card,Processing
ORD01843,CUST0824,2024-10-23,Credit Card,Delivered
ORD02702,CUST0024,2024-11-30,Credit Card,Cancelled
ORD01621,CUST0517,2025-01-12,PayPal,Cancelled
ORD00551,CUST0474,2024-11-30,Bank Transfer,Shipped
ORD01436,CUST0182,2025-03-23,PayPal,Processing
ORD02263,CUST0166,2025-02-12,Bank Transfer,Processing
ORD02322,CUST0195,2024-11-23,PayPal,Cancelled
ORD00254,CUST0459,2024-08-26,Credit Card,Shipped
ORD02423,CUST0146,2024-11-30,Bank Transfer,Processing
ORD02339,CUST0982,2025-01-15,Bank Transfer,Shipped
ORD00216,CUST0975,2025-02-06,PayPal,Delivered
ORD02757,CUST0349,2024-12-13,Credit Card,Shipped
ORD01873,CUST0776,2025-01-12,PayPal,Cancelled
ORD01146,CUST0136,2025-04-26,Bank Transfer,Delivered
ORD02019,CUST0204,2025-06-29,PayPal,Shipped
ORD02492,CUST0284,2025-03-12,Credit Card,Cancelled
ORD02500,CUST0935,2025-03-23,PayPal,Processing
ORD01692,CUST0856,2024-12-10,Credit Card,Delivered
ORD01938,CUST0794,2024-07-29,Bank Transfer,Cancelled
ORD00432,CUST0876,2024-08-15,PayPal,Shipped
ORD02192,CUST0902,2024-10-17,PayPal,Cancelled
ORD02121,CUST0228,2024-11-07,PayPal,Processing
ORD01359,CUST0622,2025-03-15,PayPal,Delivered
ORD01316,CUST0061,2025-06-01,Credit Card,Delivered
ORD00803,CUST0654,2025-01-31,Credit Card,Shipped
ORD01139,CUST0671,2025-01-29,PayPal,Processing
ORD02213,CUST0415,2024-12-18,Credit Card,Cancelled
ORD00945,CUST0383,2025-01-21,Credit Card,Cancelled
ORD00717,CUST0510,2024-09-10,Bank Transfer,Processing
ORD01640,CUST0274,2025-04-14,Credit Card,Processing
ORD00234,CUST0678,2025-02-14,PayPal,Shipped
ORD01193,CUST0119,2025-05-15,PayPal,Shipped
ORD00926,CUST0780,2025-05-30,PayPal,Delivered
ORD01513,CUST0234,2025-06-14,Credit Card,Delivered
ORD01448,CUST0730,2025-04-21,Bank Transfer,Processing
ORD00262,CUST0237,2024-09-10,Credit Card,Delivered
ORD01795,CUST0058,2025-05-27,Credit Card,Processing
ORD01603,CUST0719,2024-08-06,Credit Card,Shipped
ORD02832,CUST0301,2024-08-19,Bank Transfer,Cancelled
ORD01131,CUST0580,2025-02-24,PayPal,Processing
ORD01511,CUST0769,2025-05-01,Credit Card,Delivered
ORD01638,CUST0391,2024-12-31,Credit Card,Shipped
ORD00407,CUST0765,2025-05-24,PayPal,Shipped
ORD01900,CUST0056,2024-08-12,Bank Transfer,Cancelled
ORD01491,CUST0321,2025-03-13,Bank Transfer,Shipped
ORD02315,CUST0899,2025-02-28,Credit Card,Processing
ORD01233,CUST0107,2025-06-23,Credit Card,Delivered
ORD01587,CUST0764,2024-08-24,Bank Transfer,Shipped
ORD02408,CUST0664,2024-08-18,Credit Card,Delivered
ORD01609,CUST0734,2025-07-16,PayPal,Shipped
ORD01411,CUST0413,2024-08-07,Credit Card,Cancelled
ORD01341,CUST0215,2024-09-10,Credit Card,Shipped
ORD02393,CUST0092,2024-12-12,Bank Transfer,Shipped
ORD00905,CUST0576,2025-04-20,PayPal,Cancelled
ORD02029,CUST0162,2024-12-31,PayPal,Shipped
ORD00636,CUST0713,2025-01-22,PayPal,Delivered
ORD00083,CUST0515,2024-10-20,Bank Transfer,Delivered
ORD00282,CUST0462,2024-12-25,PayPal,Processing
ORD02916,CUST0242,2024-09-09,Credit Card,Shipped
ORD00272,CUST0894,2025-01-04,Credit Card,Processing
ORD01130,CUST0561,2024-11-08,Bank Transfer,Delivered
ORD01354,CUST0165,2024-08-08,Bank Transfer,Shipped
ORD00977,CUST0513,2025-06-12,Bank Transfer,Processing
ORD02859,CUST0890,2024-09-06,PayPal,Shipped
ORD02816,CUST0126,2024-12-28,Credit Card,Cancelled
ORD02550,CUST0346,2025-03-30,Bank Transfer,Cancelled
ORD02671,CUST0920,2024-08-19,PayPal,Delivered
ORD00795,CUST0978,2024-12-31,Credit Card,Processing
ORD01302,CUST0364,2024-11-10,Credit Card,Delivered
ORD02495,CUST0452,2024-09-25,Credit Card,Cancelled
ORD00622,CUST0440,2025-04-10,Credit Card,Processing
ORD01337,CUST0244,2025-03-02,PayPal,Processing
ORD01515,CUST0604,2025-03-06,Bank Transfer,Delivered
ORD00835,CUST0310,2025-02-15,Bank Transfer,Shipped
ORD00147,CUST0395,2025-07-02,Bank Transfer,Delivered
ORD02390,CUST0201,2025-02-12,Credit Card,Processing
ORD02183,CUST0460,2024-11-11,Bank Transfer,Delivered
ORD02304,CUST0569,2025-03-24,Bank Transfer,Shipped
ORD01134,CUST0017,2024-10-06,Credit Card,Delivered
ORD00422,CUST0312,2024-11-22,PayPal,Shipped
ORD01361,CUST0211,2024-08-03,Credit Card,Cancelled
ORD00159,CUST0631,2025-05-10,Bank Transfer,Processing
ORD02763,CUST0708,2025-07-06,PayPal,Delivered
ORD02369,CUST0812,2025-01-24,PayPal,Cancelled
ORD01845,CUST0091,2025-02-17,Credit Card,Processing
ORD01326,CUST0725,2024-11-04,Bank Transfer,Processing
ORD01275,CUST0044,2025-03-17,PayPal,Shipped
ORD01226,CUST0792,2025-01-25,Credit Card,Delivered
ORD02837,CUST0461,2024-12-11,PayPal,Cancelled
ORD00599,CUST0280,2024-12-28,PayPal,Delivered
ORD00899,CUST0714,2025-06-12,PayPal,Cancelled
ORD02799,CUST0571,2025-01-12,Bank Transfer,Shipped
ORD01965,CUST0882,2024-10-18,PayPal,Cancelled
ORD00088,CUST0593,2024-10-22,Bank Transfer,Shipped
ORD00052,CUST0073,2024-08-29,Bank Transfer,Shipped
ORD01967,CUST0562,2024-08-09,PayPal,Delivered
ORD02259,CUST0038,2024-10-26,Credit Card,Shipped
ORD00682,CUST0090,2024-11-22,Bank Transfer,Processing
ORD02234,CUST0736,2024-11-22,Bank Transfer,Shipped
ORD02699,CUST0057,2025-03-06,Bank Transfer,Delivered
ORD01376,CUST0379,2025-05-16,Credit Card,Cancelled
ORD00903,CUST0879,2025-05-18,Bank Transfer,Delivered
ORD02305,CUST0214,2025-01-31,Bank Transfer,Processing
ORD02790,CUST0947,2025-04-06,Credit Card,Cancelled
ORD01877,CUST0694,2024-12-11,Bank Transfer,Delivered
ORD00861,CUST0261,2025-06-15,Credit Card,Delivered
ORD01888,CUST0241,2024-10-05,Bank Transfer,Delivered
ORD01598,CUST0734,2025-07-03,PayPal,Shipped
ORD01539,CUST0856,2025-06-21,Bank Transfer,Cancelled
ORD00918,CUST0765,2025-06-20,PayPal,Delivered
ORD02446,CUST0675,2025-06-04,PayPal,Processing
ORD01809,CUST0208,2025-06-08,Bank Transfer,Cancelled
ORD02860,CUST0346,2024-08-03,Credit Card,Shipped
ORD01650,CUST0427,2025-04-15,Bank Transfer,Processing
ORD00985,CUST0191,2025-02-18,Bank Transfer,Cancelled
ORD00611,CUST0460,2025-07-01,Bank Transfer,Shipped
ORD02600,CUST0033,2025-05-27,Bank Transfer,Shipped
ORD02483,CUST0726,2025-07-02,Credit Card,Shipped
ORD00121,CUST0597,2025-02-25,Bank Transfer,Delivered
ORD02717,CUST0856,2025-03-26,Bank Transfer,Shipped
ORD02385,CUST0093,2024-10-28,Credit Card,Delivered
ORD01508,CUST0746,2025-06-07,Bank Transfer,Processing
ORD02176,CUST0967,2024-10-15,Bank Transfer,Processing
ORD02592,CUST0385,2024-08-03,Credit Card,Shipped
ORD00056,CUST0686,2025-06-18,PayPal,Delivered
ORD01907,CUST0389,2024-10-11,Bank Transfer,Shipped
ORD02742,CUST0596,2024-08-07,Credit Card,Delivered
ORD01932,CUST0574,2024-09-29,Bank Transfer,Processing
ORD02177,CUST0231,2025-05-13,Credit Card,Processing
ORD01378,CUST0477,2024-09-30,PayPal,Delivered
ORD02972,CUST0092,2025-06-11,PayPal,Delivered
ORD01592,CUST0671,2025-06-22,Bank Transfer,Cancelled
ORD00974,CUST0581,2024-12-18,PayPal,Processing
ORD02010,CUST0395,2025-03-16,PayPal,Delivered
ORD00959,CUST0670,2025-01-06,Bank Transfer,Shipped
ORD01553,CUST0900,2025-06-07,Bank Transfer,Shipped
ORD02904,CUST0498,2025-06-19,Bank Transfer,Cancelled
ORD00729,CUST0126,2025-02-24,PayPal,Cancelled
ORD00518,CUST0074,2024-09-14,PayPal,Shipped
ORD00703,CUST0958,2025-05-08,Bank Transfer,Delivered
ORD01371,CUST0084,2025-04-11,PayPal,Shipped
ORD01368,CUST0302,2025-03-09,Bank Transfer,Cancelled
ORD01977,CUST0536,2024-08-05,Credit Card,Processing
ORD00702,CUST0169,2025-07-24,Credit Card,Processing
ORD01644,CUST0368,2024-09-29,PayPal,Shipped
ORD01768,CUST0240,2024-09-25,Credit Card,Delivered
ORD01753,CUST0788,2024-11-27,Bank Transfer,Delivered
ORD00223,CUST0786,2025-03-29,PayPal,Delivered
ORD01215,CUST0278,2024-09-11,Credit Card,Processing
ORD00380,CUST0238,2024-08-29,PayPal,Processing
ORD00950,CUST0515,2024-08-03,Bank Transfer,Cancelled
ORD01091,CUST0579,2025-01-20,Credit Card,Delivered
ORD01279,CUST0700,2024-10-12,PayPal,Delivered
ORD01849,CUST0729,2024-12-15,Bank Transfer,Shipped
ORD00007,CUST0235,2024-10-18,Credit Card,Processing
ORD00247,CUST0500,2024-11-20,Credit Card,Processing
ORD02564,CUST0709,2025-05-16,Credit Card,Delivered
ORD02351,CUST0632,2025-03-11,PayPal,Processing
ORD02129,CUST0573,2024-10-02,Credit Card,Cancelled
ORD00522,CUST0727,2024-09-03,Bank Transfer,Cancelled
ORD00203,CUST0447,2024-09-05,PayPal,Shipped
ORD02897,CUST0327,2025-04-25,Credit Card,Delivered
ORD01803,CUST0814,2025-04-11,Bank Transfer,Delivered
ORD00011,CUST0406,2025-04-12,Bank Transfer,Cancelled
ORD00815,CUST0904,2024-09-03,Credit Card,Shipped
ORD00325,CUST0424,2025-03-04,Credit Card,Delivered
ORD00921,CUST0795,2025-01-02,PayPal,Cancelled
ORD02695,CUST0143,2025-04-05,Bank Transfer,Shipped
ORD01954,CUST0216,2025-05-09,Credit Card,Cancelled
ORD02079,CUST0572,2025-03-14,Bank Transfer,Cancelled
ORD00257,CUST0680,2025-06-05,Bank Transfer,Processing
ORD00255,CUST0302,2025-05-04,Credit Card,Cancelled
ORD00012,CUST0147,2025-05-07,PayPal,Delivered
ORD01733,CUST0922,2025-04-14,Credit Card,Processing
ORD00334,CUST0096,2024-08-30,Credit Card,Shipped
ORD00715,CUST0667,2025-04-07,Credit Card,Cancelled
ORD01976,CUST0311,2025-03-30,Credit Card,Shipped
ORD00425,CUST0687,2025-03-07,Bank Transfer,Cancelled
ORD01348,CUST0849,2025-02-03,PayPal,Delivered
ORD02817,CUST0743,2024-12-12,PayPal,Processing
ORD00190,CUST0328,2025-06-23,Bank Transfer,Shipped
ORD00790,CUST0722,2025-03-18,Credit Card,Cancelled
ORD01716,CUST0981,2024-11-12,Credit Card,Delivered
ORD00554,CUST0514,2025-03-28,Credit Card,Shipped
ORD00436,CUST0094,2024-10-04,Bank Transfer,Delivered
ORD00306,CUST0911,2024-10-20,PayPal,Processing
ORD01970,CUST0647,2025-07-11,Bank Transfer,Cancelled
ORD00887,CUST0553,2024-09-21,Credit Card,Shipped
ORD01313,CUST0001,2025-03-23,PayPal,Delivered
ORD00474,CUST0096,2024-11-23,PayPal,Shipped
ORD02756,CUST0382,2025-05-30,PayPal,Cancelled
ORD00124,CUST0921,2024-11-26,PayPal,Delivered
ORD00649,CUST0998,2024-08-02,Credit Card,Cancelled
ORD01913,CUST0435,2025-03-08,Credit Card,Cancelled
ORD02419,CUST0421,2025-07-10,Bank Transfer,Processing
ORD00851,CUST0587,2025-01-13,Bank Transfer,Delivered
ORD01260,CUST0992,2024-10-19,PayPal,Cancelled
ORD02493,CUST0398,2024-12-17,PayPal,Shipped
ORD01802,CUST0225,2024-12-14,PayPal,Delivered
ORD00975,CUST0394,2024-11-09,Bank Transfer,Delivered
ORD00219,CUST0205,2025-06-27,Credit Card,Delivered
ORD01389,CUST0925,2025-06-05,Bank Transfer,Shipped
ORD00367,CUST0633,2025-07-17,Credit Card,Delivered
ORD00047,CUST0449,2024-09-22,Bank Transfer,Cancelled
ORD01462,CUST0677,2024-12-29,PayPal,Delivered
ORD00633,CUST0137,2025-06-27,Credit Card,Processing
ORD02605,CUST0809,2025-07-15,Bank Transfer,Delivered
ORD02110,CUST0039,2025-03-30,Bank Transfer,Cancelled
ORD01037,CUST0112,2024-08-22,Credit Card,Processing
ORD01407,CUST0899,2024-12-26,PayPal,Processing
ORD01582,CUST0564,2024-12-02,Bank Transfer,Cancelled
ORD01518,CUST0790,2025-06-25,Bank Transfer,Shipped
ORD02172,CUST0364,2025-03-16,Bank Transfer,Processing
ORD02746,CUST0652,2024-11-12,PayPal,Shipped
ORD01933,CUST0353,2024-09-04,Credit Card,Cancelled
ORD01690,CUST0687,2024-12-19,Bank Transfer,Delivered
ORD00569,CUST0133,2024-09-19,Bank Transfer,Shipped
ORD02979,CUST0134,2024-11-26,PayPal,Delivered
ORD02286,CUST0424,2025-06-07,Credit Card,Processing
ORD02539,CUST0754,2025-02-13,Credit Card,Cancelled
ORD00157,CUST0431,2025-02-18,Bank Transfer,Cancelled
ORD00676,CUST0531,2024-09-04,PayPal,Shipped
ORD00101,CUST0292,2025-04-10,Credit Card,Cancelled
ORD02906,CUST0207,2025-04-26,Credit Card,Processing
ORD00993,CUST0369,2024-08-08,PayPal,Shipped
ORD02527,CUST0738,2025-06-13,Bank Transfer,Delivered
ORD01595,CUST0865,2024-11-23,PayPal,Processing
ORD02407,CUST0138,2024-11-30,Credit Card,Shipped
ORD01272,CUST0067,2025-03-01,Credit Card,Cancelled
ORD02743,CUST0328,2025-05-12,PayPal,Delivered
ORD01300,CUST0273,2024-11-12,Bank Transfer,Shipped
ORD00504,CUST0425,2025-03-18,PayPal,Delivered
ORD01534,CUST0303,2025-04-20,Credit Card,Shipped
ORD02709,CUST0379,2025-03-30,PayPal,Processing
ORD00002,CUST0624,2024-09-05,Bank Transfer,Delivered
ORD00390,CUST0589,2025-06-24,PayPal,Processing
ORD01586,CUST0324,2025-04-02,Credit Card,Cancelled
ORD02489,CUST0945,2025-05-17,PayPal,Cancelled
ORD02254,CUST0082,2024-12-11,Bank Transfer,Shipped
ORD02599,CUST0208,2024-12-01,PayPal,Delivered
ORD01161,CUST0881,2025-01-23,Credit Card,Shipped
ORD01310,CUST0503,2024-11-03,Credit Card,Shipped
ORD00919,CUST0713,2025-07-05,Bank Transfer,Delivered
ORD00162,CUST0441,2025-07-07,Bank Transfer,Processing
ORD02989,CUST0704,2024-08-23,Credit Card,Cancelled
ORD02188,CUST0441,2025-02-13,Credit Card,Delivered
ORD02011,CUST0756,2025-01-07,Credit Card,Delivered
ORD01202,CUST0537,2024-12-11,Credit Card,Processing
ORD00392,CUST0282,2025-07-09,Credit Card,Shipped
ORD02498,CUST0112,2025-04-19,Credit Card,Cancelled
ORD00825,CUST0664,2025-02-25,PayPal,Delivered
ORD02736,CUST0505,2025-02-09,Credit Card,Processing
ORD00617,CUST0245,2024-11-30,PayPal,Cancelled
ORD01941,CUST0647,2025-05-26,Credit Card,Delivered
ORD00049,CUST0066,2025-05-16,PayPal,Shipped
ORD01388,CUST0307,2025-03-27,Credit Card,Cancelled
ORD00819,CUST0306,2024-09-30,Bank Transfer,Shipped
ORD00648,CUST0917,2024-10-18,PayPal,Processing
ORD00764,CUST0726,2025-07-08,Bank Transfer,Processing
ORD02048,CUST0555,2024-08-28,PayPal,Cancelled
ORD02046,CUST0071,2025-01-24,Bank Transfer,Delivered
ORD02821,CUST0497,2025-04-13,Bank Transfer,Processing
ORD00287,CUST0271,2025-07-08,Bank Transfer,Shipped
ORD02360,CUST0188,2024-08-08,Bank Transfer,Processing
ORD01569,CUST0671,2025-07-12,PayPal,Shipped
ORD01684,CUST0499,2024-10-09,Credit Card,Processing
ORD01815,CUST0919,2024-10-22,Bank Transfer,Cancelled
ORD00863,CUST0434,2024-11-08,PayPal,Shipped
ORD00335,CUST0473,2025-04-05,Credit Card,Delivered
ORD02295,CUST0853,2024-09-29,Credit Card,Delivered
ORD02479,CUST0258,2025-05-19,Credit Card,Shipped
ORD01552,CUST0979,2025-05-27,Bank Transfer,Processing
ORD01199,CUST0768,2024-10-07,PayPal,Shipped
ORD02032,CUST0062,2025-01-16,PayPal,Delivered
ORD00098,CUST0519,2024-12-14,PayPal,Delivered
ORD00366,CUST0894,2025-06-28,Bank Transfer,Shipped
ORD01282,CUST0905,2024-11-03,Credit Card,Shipped
ORD02850,CUST0063,2025-03-03,Credit Card,Shipped
ORD01425,CUST0841,2025-06-26,Credit Card,Delivered
ORD02047,CUST0461,2024-08-19,PayPal,Processing
ORD02544,CUST0927,2025-05-31,PayPal,Shipped
ORD02278,CUST0266,2025-02-15,Bank Transfer,Processing
ORD00879,CUST0960,2025-07-05,Bank Transfer,Shipped
ORD02191,CUST0745,2024-08-10,Credit Card,Processing
ORD01787,CUST0831,2025-05-01,PayPal,Shipped
ORD01069,CUST0687,2025-01-30,PayPal,Processing
ORD01089,CUST0426,2025-05-20,Bank Transfer,Cancelled
ORD01362,CUST0714,2024-08-28,Bank Transfer,Processing
ORD02995,CUST0310,2024-09-10,PayPal,Processing
ORD02882,CUST0815,2024-09-14,Credit Card,Processing
ORD02956,CUST0644,2024-12-04,PayPal,Processing
ORD01063,CUST0461,2025-04-01,Bank Transfer,Cancelled
ORD00663,CUST0373,2025-04-13,Bank Transfer,Delivered
ORD02396,CUST0064,2024-11-10,PayPal,Shipped
ORD00893,CUST0424,2024-11-29,PayPal,Processing
ORD01906,CUST0013,2025-02-28,Bank Transfer,Delivered
ORD00865,CUST0957,2025-05-22,PayPal,Shipped
ORD02637,CUST0636,2024-10-24,PayPal,Shipped
ORD02855,CUST0354,2024-11-23,PayPal,Cancelled
ORD00511,CUST0210,2025-02-24,PayPal,Delivered
ORD02514,CUST0125,2024-11-11,Bank Transfer,Processing
ORD01536,CUST0705,2025-03-03,PayPal,Processing
ORD01488,CUST0324,2024-12-19,Bank Transfer,Delivered
ORD02614,CUST0936,2025-01-14,Bank Transfer,Shipped
ORD00329,CUST0950,2025-01-23,PayPal,Cancelled
ORD02929,CUST0700,2025-06-01,Credit Card,Processing
ORD01855,CUST0369,2025-03-09,Credit Card,Shipped
ORD00059,CUST0195,2024-11-03,Credit Card,Shipped
ORD00955,CUST0815,2025-04-07,PayPal,Shipped
ORD00199,CUST0489,2024-11-04,Credit Card,Processing
ORD02745,CUST0280,2024-10-06,PayPal,Cancelled
ORD01356,CUST0609,2025-01-07,Bank Transfer,Cancelled
ORD00411,CUST0093,2025-01-29,PayPal,Shipped
ORD02888,CUST0903,2025-04-27,Credit Card,Delivered
ORD02211,CUST0705,2024-09-30,PayPal,Cancelled
ORD01050,CUST0467,2025-06-01,Credit Card,Cancelled
ORD01136,CUST0982,2024-10-25,PayPal,Delivered
ORD00097,CUST0076,2024-09-25,Bank Transfer,Delivered
ORD00646,CUST0280,2025-06-27,Credit Card,Processing
ORD02856,CUST0360,2025-04-02,Credit Card,Delivered
ORD00204,CUST0399,2024-11-14,PayPal,Cancelled
ORD00383,CUST0694,2025-06-18,Bank Transfer,Delivered
ORD01177,CUST0397,2025-04-30,Bank Transfer,Cancelled
ORD02333,CUST0655,2024-08-14,Credit Card,Processing
ORD00226,CUST0111,2024-10-09,Bank Transfer,Shipped
ORD00706,CUST0202,2024-10-08,Bank Transfer,Processing
ORD02725,CUST0205,2024-08-07,Credit Card,Cancelled
ORD01006,CUST0065,2024-09-06,Credit Card,Cancelled
ORD00712,CUST0863,2024-11-29,Bank Transfer,Shipped
ORD02696,CUST0316,2025-03-24,Credit Card,Cancelled
ORD02052,CUST0329,2025-01-07,Bank Transfer,Shipped
ORD00228,CUST0407,2024-12-16,Bank Transfer,Delivered
ORD00913,CUST0895,2024-07-26,Credit Card,Delivered
ORD00209,CUST0139,2025-04-30,PayPal,Delivered
ORD00376,CUST0580,2025-04-03,Bank Transfer,Delivered
ORD00509,CUST0047,2025-04-09,Credit Card,Cancelled
ORD02307,CUST0993,2025-05-12,Credit Card,Processing
ORD00087,CUST0414,2025-06-21,Credit Card,Delivered
ORD01782,CUST0170,2024-09-16,Credit Card,Shipped
ORD01989,CUST0292,2024-08-21,Bank Transfer,Processing
ORD01728,CUST0257,2025-04-13,Credit Card,Delivered
ORD02080,CUST0765,2024-11-22,Credit Card,Processing
ORD01401,CUST0533,2024-11-29,PayPal,Shipped
ORD02051,CUST0635,2024-08-29,PayPal,Delivered
ORD02955,CUST0004,2025-02-09,PayPal,Delivered
ORD02342,CUST0145,2024-12-14,Bank Transfer,Processing
ORD01950,CUST0424,2025-05-08,Credit Card,Delivered
ORD00074,CUST0493,2025-07-02,Credit Card,Cancelled
ORD01082,CUST0569,2025-02-11,Credit Card,Cancelled
ORD01711,CUST0486,2025-05-09,Credit Card,Delivered
ORD00995,CUST0442,2024-08-05,PayPal,Cancelled
ORD00673,CUST0322,2025-03-06,Bank Transfer,Processing
ORD00398,CUST0644,2024-11-03,Credit Card,Shipped
ORD00026,CUST0788,2025-02-26,Bank Transfer,Processing
ORD00285,CUST0625,2024-12-16,Bank Transfer,Shipped
ORD00562,CUST0809,2025-02-26,Bank Transfer,Processing
ORD02087,CUST0564,2025-04-05,PayPal,Processing
ORD01652,CUST0014,2025-02-02,Bank Transfer,Processing
ORD00773,CUST0152,2025-03-26,Bank Transfer,Delivered
ORD00588,CUST0240,2024-12-09,Bank Transfer,Delivered
ORD01234,CUST0430,2025-01-25,PayPal,Shipped
ORD02297,CUST0939,2024-09-21,PayPal,Shipped
ORD02957,CUST0590,2024-09-11,Credit Card,Shipped
ORD00426,CUST0602,2025-01-25,Bank Transfer,Delivered
ORD00999,CUST0885,2024-07-31,PayPal,Shipped
ORD00531,CUST0227,2024-12-04,PayPal,Delivered
ORD01691,CUST0886,2025-03-03,Bank Transfer,Cancelled
ORD01909,CUST0192,2025-06-11,Bank Transfer,Processing
ORD01165,CUST0811,2025-01-05,Credit Card,Delivered
ORD02313,CUST0727,2025-07-17,Credit Card,Processing
ORD01975,CUST0423,2025-01-17,PayPal,Delivered
ORD02314,CUST0424,2025-07-01,Credit Card,Cancelled
ORD00032,CUST0862,2025-01-02,Bank Transfer,Delivered
ORD02826,CUST0851,2025-03-16,Credit Card,Cancelled
ORD00666,CUST0036,2024-11-29,Credit Card,Shipped
